iter	MultiClass
508	0.450647272
509	0.4504174853
510	0.4501959833
511	0.4497425963
512	0.4492550163
513	0.4488632145
514	0.4482245186
515	0.4477632588
516	0.4473511894
517	0.4470236562
518	0.4466913413
519	0.4463177673
520	0.4459227774
521	0.4456900807
522	0.4454214894
523	0.4450677466
524	0.4448526183
525	0.4444105122
526	0.4441022191
527	0.4437575929
528	0.44343912
529	0.4431492852
530	0.4428531937
531	0.4425285275
532	0.4421049704
533	0.4415356273
534	0.441091384
535	0.4407071412
536	0.4403421506
537	0.4401529523
538	0.4398602614
539	0.4393866774
540	0.4391402281
541	0.4388243419
542	0.4384615646
543	0.4382115265
544	0.4378733464
545	0.4375104513
546	0.4369736398
547	0.4365948477
548	0.4362698287
549	0.4359408624
550	0.4356297099
551	0.4351586461
552	0.4349130594
553	0.4345426966
554	0.4341768475
555	0.4335411775
556	0.4332151291
557	0.4328246415
558	0.4324960793
559	0.4322056566
560	0.4318511129
561	0.431401178
562	0.4311390563
563	0.4306932433
564	0.4303995938
565	0.4300622644
566	0.4296422311
567	0.4293687623
568	0.429080325
569	0.4286851734
570	0.4284900691
571	0.4278853329
572	0.427423137
573	0.4270404371
574	0.4266376295
575	0.4263221398
576	0.4259210867
577	0.4256581382
578	0.4253165467
579	0.4248971657
580	0.4246524549
581	0.4243276547
582	0.4240170071
583	0.4235512285
584	0.4232400589
585	0.422861587
586	0.4225101725
587	0.4223916442
588	0.4222529118
589	0.4220314387
590	0.421802075
591	0.4214909856
592	0.421143937
593	0.4207888958
594	0.4204512104
595	0.420156659
596	0.4196864247
597	0.4193908188
598	0.4190477894
599	0.4187239575
600	0.4185166805
601	0.4182246894
602	0.4179713169
603	0.4178124589
604	0.4175863498
605	0.4173195653
606	0.4170546468
607	0.4168452918
608	0.4165663585
609	0.4161583188
610	0.4159750499
611	0.4157775965
612	0.4152598151
613	0.4149962374
614	0.414640244
615	0.4142118669
616	0.4139660112
617	0.4136751583
618	0.4134449112
619	0.4131372463
620	0.4127580593
621	0.4124716195
622	0.4121909615
623	0.4119807717
624	0.4116835679
625	0.4115446028
626	0.4113175291
627	0.4110752124
628	0.4108189199
629	0.4105248846
630	0.4102552764
631	0.4097926524
632	0.4095204616
633	0.4092310917
634	0.4087545088
635	0.4085341998
636	0.408240882
637	0.4080596925
638	0.4077641541
639	0.4074880793
640	0.4072633939
641	0.4068219186
642	0.40652825
643	0.4063884537
644	0.4057851317
645	0.4055831607
646	0.4053668806
647	0.4048762466
648	0.4045250054
649	0.4042685282
650	0.403926692
651	0.4036865717
652	0.4034027995
653	0.4031287011
654	0.4029279762
655	0.4027041223
656	0.4024488009
657	0.402312006
658	0.4018791459
659	0.4016621208
660	0.4013040352
661	0.4009211512
662	0.400717436
663	0.4004430629
664	0.4001727653
665	0.3999045641
666	0.3995789136
667	0.3993443238
668	0.3989643477
669	0.3983934866
670	0.3980582332
671	0.397825902
672	0.3974457823
673	0.3971690734
674	0.3969465512
675	0.3967069026
676	0.3964590956
677	0.3960761523
678	0.3956130448
679	0.3951189006
680	0.3948960384
681	0.3946235132
682	0.3942664022
683	0.3939802684
684	0.3936579944
685	0.3934825112
686	0.3931871634
687	0.3929562779
688	0.3927730487
689	0.3925299138
690	0.3922477408
691	0.3919498457
692	0.3916396118
693	0.3912616296
694	0.3910095271
695	0.3906800448
696	0.39042234
697	0.3901430275
698	0.3899359643
699	0.38961744
700	0.3893609713
701	0.3891226771
702	0.388785397
703	0.3885347481
704	0.3884076562
705	0.3882491577
706	0.388134612
707	0.3878986578
708	0.3876612796
709	0.3874802147
710	0.3871193562
711	0.3869812435
712	0.3867262873
713	0.3865426657
714	0.386214579
715	0.3859877023
716	0.3857446412
717	0.385520923
718	0.3851984916
719	0.3848978629
720	0.3846730966
721	0.3844618725
722	0.3842207591
723	0.3838770961
724	0.3835900506
725	0.3833346869
726	0.3830941684
727	0.3829433622
728	0.3825644508
729	0.3823644243
730	0.3819600738
731	0.3818028687
732	0.3814570921
733	0.3811525106
734	0.3809013491
735	0.380563864
736	0.3804110164
737	0.380197782
738	0.3798671226
739	0.3796537621
740	0.3794733676
741	0.3791129957
742	0.3786835062
743	0.3783889125
744	0.3781528573
745	0.3779298897
746	0.3776607125
747	0.3773355984
748	0.3771657243
749	0.376757971
750	0.3764743883
751	0.3761766733
752	0.3760125951
753	0.3758044113
754	0.3753153201
755	0.3748949774
756	0.3746907074
757	0.3745316876
758	0.3742446455
759	0.3738845198
760	0.3736188784
761	0.3733410972
762	0.3731141965
763	0.3730015427
764	0.3727386072
765	0.3725757929
766	0.3722607018
767	0.3719745994
768	0.3717071563
769	0.3714389492
770	0.3713090622
771	0.3711720705
772	0.3708232351
773	0.3706418394
774	0.3703190288
775	0.3700550651
776	0.3697589741
777	0.3693981054
778	0.3690868707
779	0.3688070059
780	0.368570926
781	0.3683728989
782	0.3680692576
783	0.3677183512
784	0.3675508618
785	0.3673125683
786	0.3668950279
787	0.3666286164
788	0.3663612171
789	0.3660706095
790	0.3658865486
791	0.3656425528
792	0.365402021
793	0.3651113841
794	0.3649310121
795	0.364773979
796	0.364303044
797	0.3640954508
798	0.3636015261
799	0.3633420817
800	0.363079215
801	0.3629247152
802	0.3626702315
803	0.3623827574
804	0.3621159135
805	0.3619589564
806	0.3615817202
807	0.3614289651
808	0.3611710658
809	0.3608958638
810	0.360488618
811	0.3602200153
812	0.3599873412
813	0.3595862729
814	0.3592340044
815	0.359028769
816	0.3587642035
817	0.358536071
818	0.3584166998
819	0.3582180063
820	0.357963472
821	0.3576033786
822	0.3573770815
823	0.3571610604
824	0.357027873
825	0.3567294284
826	0.3564482777
827	0.3562037818
828	0.356027121
829	0.3557770289
830	0.3555840759
831	0.3554025718
832	0.3552131809
833	0.3548816959
834	0.3547031601
835	0.354426397
836	0.3542108268
837	0.354016342
838	0.3537925052
839	0.3535058227
840	0.3533172094
841	0.3531422379
842	0.3528423006
843	0.3526485902
844	0.3524662832
845	0.3520202341
846	0.3518672072
847	0.3516541816
848	0.3514197841
849	0.3512580728
850	0.3511295171
851	0.3509539396
852	0.3507443959
853	0.3505625246
854	0.3503150374
855	0.3500757807
856	0.3498091047
857	0.3495393044
858	0.3489466828
859	0.348751974
860	0.348540251
861	0.3482915995
862	0.3479079788
863	0.3475945563
864	0.3474810771
865	0.3472308092
866	0.3470540417
867	0.3467522862
868	0.3465472349
869	0.3463648855
870	0.3462012679
871	0.3458461567
872	0.3456754702
873	0.3454555546
874	0.3452379336
875	0.3450837291
876	0.3449053572
877	0.3447512394
878	0.344529991
879	0.3442877146
880	0.3440075746
881	0.3437791286
882	0.3436273039
883	0.3434902988
884	0.3432086317
885	0.3429448482
886	0.3428335974
887	0.3425694467
888	0.3422008433
889	0.3419817342
890	0.3418467559
891	0.3416559473
892	0.3412205066
893	0.3409945118
894	0.3407118904
895	0.3405890971
896	0.3404388723
897	0.3401803645
898	0.3399624816
899	0.3397129629
900	0.3395032791
901	0.3392994754
902	0.3391250897
903	0.3388965734
904	0.3387484342
905	0.3385749764
906	0.3383654104
907	0.3381604652
908	0.3379749942
909	0.3377468127
910	0.3374417094
911	0.3372153579
912	0.3369955108
913	0.3368282853
914	0.3366776253
915	0.3364831264
916	0.3362486826
917	0.3360793655
918	0.3357151377
919	0.3355363836
920	0.335318712
921	0.3351244276
922	0.3349158389
923	0.3347275932
924	0.3344457749
925	0.3342751436
926	0.3341140884
927	0.3339800098
928	0.3336739871
929	0.3334831129
930	0.3332833937
931	0.3330689039
932	0.3329247195
933	0.3326949168
934	0.3325645434
935	0.3324424531
936	0.3321390958
937	0.3318105565
938	0.3316894827
939	0.3314628305
940	0.3312767321
941	0.3311252822
942	0.3309225237
943	0.3307488159
944	0.3304865999
945	0.3302098407
946	0.3300301203
947	0.3298257501
948	0.3296435109
949	0.3295473091
950	0.3293211805
951	0.329178677
952	0.3289787419
953	0.3288136845
954	0.328667429
955	0.328394354
956	0.3282047272
957	0.3280024755
958	0.3278080446
959	0.3275728395
960	0.3273596799
961	0.3272293446
962	0.3270179678
963	0.3268261486
964	0.3264831663
965	0.3263148967
966	0.3261470788
967	0.3259772782
968	0.3257786717
969	0.3256375233
970	0.3254832195
971	0.3253863734
972	0.3251370268
973	0.3248550556
974	0.3247277559
975	0.3245386924
976	0.3243616558
977	0.3241650358
978	0.3239570746
979	0.3236469516
980	0.3233431749
981	0.3231471846
982	0.3229389797
983	0.3226855413
984	0.3223584137
985	0.3222004532
986	0.3219212597
987	0.3218049675
988	0.3215878414
989	0.3213789436
990	0.3212540702
991	0.3210371071
992	0.3209255369
993	0.320757899
994	0.3206043872
995	0.3203872701
996	0.3200950598
997	0.3199321621
998	0.3198177246
999	0.3196536905
